path,dclass,category
DogsImages\Irish_terrier\sample_6595.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6596.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6597.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6598.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6599.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6600.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6601.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6602.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6603.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6604.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6605.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6606.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6607.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6608.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6609.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6610.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6611.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6612.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6613.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6614.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6615.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6616.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6617.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6618.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6619.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6620.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6621.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6622.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6623.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6624.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6625.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6626.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6627.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6628.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6629.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6630.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6631.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6632.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6633.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6634.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6635.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6636.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6637.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6638.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6639.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6640.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6641.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6642.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6643.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6644.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6645.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6646.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6647.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6648.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6649.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6650.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6651.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6652.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6653.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6654.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6655.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6656.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6657.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6658.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6659.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6660.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6661.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6662.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6663.jpg,Irish_terrier,34
DogsImages\Irish_terrier\sample_6664.jpg,Irish_terrier,34
DogsImages\Irish_water_spaniel\sample_13100.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13101.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13102.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13103.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13104.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13105.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13106.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13107.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13108.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13109.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13110.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13111.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13112.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13113.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13114.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13115.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13116.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13117.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13118.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13119.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13120.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13121.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13122.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13123.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13124.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13125.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13126.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13127.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13128.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13129.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13130.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13131.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13132.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13133.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13134.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13135.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13136.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13137.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13138.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13139.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13140.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13141.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13142.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13143.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13144.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13145.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13146.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13147.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13148.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13149.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13150.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13151.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13152.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13153.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13154.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13155.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13156.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13157.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13158.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13159.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13160.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13161.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13162.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13163.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13164.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13165.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13166.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13167.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13168.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13169.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13170.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13171.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13172.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13173.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13174.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13175.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13176.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13177.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13178.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13179.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13180.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13181.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13182.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13183.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13184.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13185.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13186.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13187.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13188.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13189.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13190.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13191.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13192.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13193.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13194.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13195.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13196.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13197.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13198.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13199.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13200.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13201.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13202.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13203.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13204.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13205.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13206.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13207.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13208.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13209.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13210.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13211.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13212.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13213.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13214.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13215.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13216.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13217.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13218.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13219.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13220.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13221.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13222.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13223.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13224.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13225.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13226.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13227.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13228.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13229.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13230.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13231.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13232.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13233.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13234.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13235.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13236.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13237.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13238.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13239.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13240.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13241.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13242.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13243.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13244.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13245.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13246.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13247.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13248.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13249.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13250.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13251.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13252.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13253.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13254.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13255.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13256.jpg,Irish_water_spaniel,35
DogsImages\Irish_water_spaniel\sample_13257.jpg,Irish_water_spaniel,35
DogsImages\Irish_wolfhound\sample_3673.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3674.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3675.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3676.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3677.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3678.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3679.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3680.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3681.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3682.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3683.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3684.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3685.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3686.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3687.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3688.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3689.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3690.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3691.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3692.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3693.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3694.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3695.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3696.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3697.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3698.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3699.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3700.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3701.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3702.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3703.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3704.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3705.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3706.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3707.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3708.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3709.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3710.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3711.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3712.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3713.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3714.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3715.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3716.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3717.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3718.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3719.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3720.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3721.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3722.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3723.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3724.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3725.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3726.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3727.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3728.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3729.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3730.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3731.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3732.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3733.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3734.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3735.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3736.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3737.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3738.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3739.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3740.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3741.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3742.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3743.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3744.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3745.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3746.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3747.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3748.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3749.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3750.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3751.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3752.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3753.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3754.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3755.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3756.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3757.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3758.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3759.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3760.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3761.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3762.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3763.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3764.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3765.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3766.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3767.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3768.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3769.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3770.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3771.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3772.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3773.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3774.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3775.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3776.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3777.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3778.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3779.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3780.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3781.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3782.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3783.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3784.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3785.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3786.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3787.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3788.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3789.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3790.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3791.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3792.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3793.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3794.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3795.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3796.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3797.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3798.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3799.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3800.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3801.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3802.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3803.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3804.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3805.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3806.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3807.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3808.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3809.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3810.jpg,Irish_wolfhound,36
DogsImages\Irish_wolfhound\sample_3811.jpg,Irish_wolfhound,36
